id,sentiment
"12311_10",0.9947628378868103
"8348_2",0.016061993315815926
"5828_4",0.19401898980140686
"7186_2",0.5260336995124817
"12128_7",0.9847427606582642
"2913_8",0.7339446544647217
"4396_1",0.01648704521358013
"395_2",0.7318404316902161
"10616_1",0.004333692602813244
"9074_9",0.5369254350662231
"9252_3",0.032722413539886475
"9896_9",0.14315344393253326
"574_4",0.5422511696815491
"11182_8",0.47371041774749756
"11656_4",0.6094205379486084
"2322_4",0.9687187075614929
"8703_1",0.06161016970872879
"7483_1",0.28228968381881714
"6007_10",0.9932426810264587
"12424_4",0.02321610413491726
"4672_1",0.0075469124130904675
"10841_3",0.09378998726606369
"8954_7",0.7113420963287354
"7392_1",0.031034409999847412
"10288_8",0.9891372323036194
"5343_4",0.021027158945798874
"4950_1",0.0039724563248455524
"9257_4",0.6792179346084595
"8689_3",0.13983973860740662
"4480_2",0.026001574471592903
"9286_10",0.9909808039665222
"12245_10",0.9958813190460205
"7529_7",0.9615055322647095
"4_4",0.04891841858625412
"5299_2",0.025707166641950607
"12077_8",0.964705228805542
"10701_2",0.02164986915886402
"11579_1",0.020513901486992836
"10993_1",0.07957202196121216
"8913_1",0.08184298127889633
"1350_3",0.16337043046951294
"3804_2",0.010864291340112686
"5025_3",0.815899133682251
"5170_8",0.5903692841529846
"8225_8",0.9914758205413818
"6427_7",0.9863910675048828
"3165_3",0.22618001699447632
"7902_9",0.9955155253410339
"8208_3",0.003967384807765484
"3577_8",0.9811025261878967
"4865_1",0.008935559540987015
"9063_3",0.03213002160191536
"1106_1",0.6360452175140381
"1117_9",0.9657852649688721
"1050_4",0.2590816617012024
"10755_9",0.8963923454284668
"2729_8",0.9572396874427795
"10072_10",0.989231526851654
"2904_7",0.9932591915130615
"4584_2",0.8243703246116638
"189_4",0.11277921497821808
"6302_4",0.06486300379037857
"8138_9",0.8331200480461121
"1262_1",0.048935599625110626
"2199_10",0.993069052696228
"6551_7",0.6428298950195312
"8082_7",0.17331263422966003
"4897_8",0.9939135909080505
"7360_1",0.06169367954134941
"11012_10",0.9829517006874084
"12046_1",0.0643937736749649
"2331_2",0.692327618598938
"8961_9",0.9933229088783264
"751_7",0.9186751246452332
"9884_10",0.9657064080238342
"10016_8",0.9798010587692261
"8023_10",0.9459700584411621
"2628_1",0.0073679666966199875
"5832_1",0.01136679295450449
"7302_1",0.02167140506207943
"4501_3",0.16269135475158691
"1121_7",0.8714253306388855
"8334_3",0.9273190498352051
"9789_10",0.9195400476455688
"4230_10",0.935369610786438
"824_4",0.01793861947953701
"6803_9",0.6596186757087708
"3086_7",0.9722813367843628
"1135_8",0.9833420515060425
"10136_1",0.005964313168078661
"11129_3",0.023952139541506767
"2072_8",0.609732985496521
"9501_7",0.9849057793617249
"319_10",0.9887421727180481
"1693_7",0.9909676909446716
"10886_1",0.0063263108022511005
"9406_8",0.931542694568634
"10376_10",0.3202727437019348
"9902_1",0.05091002583503723
"9938_8",0.7514148354530334
"7080_9",0.554296612739563
"11944_8",0.28498443961143494
"5249_1",0.011268224567174911
"9599_2",0.7032076120376587
"9620_1",0.16140340268611908
"11244_1",0.0884191244840622
"6841_10",0.9909271001815796
